id,overall-ratings,summary,pros,cons
538,3,"Good Starter Job, but Company Growing Pains Present Issues","The job is relatively easy once the learning curve of primary cell isolation is done. I would say we are overpaid for the role, but because we are on call every other week, it can be considered justified. The company provides free food and snacks, so I never have to pay for lunch or food if I don't want to. The people on my team are great and cooperative since the job is generally low-stress. My manager is amazing and accommodating, but my boss is too hard on us and has moods that end up flowing inappropriately into work. I do not have any other experience working in manufacturing, so I can't say how well management handles things or how benefits compare to other companies. We get paid medical and dental, and have free vision, disability, and life. I believe minimal paid parental leave is in the works for 2023.","There are not really advancement opportunities within the team outside of tech lead, which is held over us to keep us on the team. The team itself is mostly manufacturing rather than RnD (unlike what I was told in my interview), which can make things boring and repetitive if you require variety. We are on call every other week. It's part of the job, but not ideal for busy people. I get called in out of normal business hours about 4 times per month, but the call schedule is released 1-2 months in advance for planning purposes. The PTO for the position is about 10 days per year, (accrues based on how long you have been on) plus 1-2 flex holidays. Most employees at Miromatrix are nice to work with, but there are growing pains associated with being a startup that cause a lot of people stress. I left because the job was not right for my work style and because of my boss’s actions and words towards the techs and my manager. My boss is extraordinarily hard on us and their frequent mood swings keep us on edge and worried about our standing in the team. During inclement weather, the executive team often works from home but refuses to let technicians stay home, even when activities at work are minimal to none."
621,1,Don't work here unless you want to work lots of hours for little pay,It can be a fun place to work and outsiders think you're cool because you work there.,"The organization is sclerotic to the point of not being able to correct procedural problems that have existed for decades.  They tout the fact that they promote from within but they promote based not on what you know or how good of a worker you are, but on how many hours of overtime you're willing to work and how much abuse you're willing to take.  They only want yes men.  They are committed to paying their employees as little as possible and do not give employees performance reviews or have any mechanism for raises once you've been hired at your starting rate, other than to compete for a different higher paying position.  To be considered, you better be working 6 or 7 days per week for years to prove to them that you're worthy."
39,5,it was good,supportive enviroment and a very growth focus environment,not very well paid job for freashers
176,2,Chaotic,Good pay and benefits. Coworkers are helpful.,"No organized plan for reaching success, just wishes on slides. Business units struggling for individual survival and forced to go in opposing directions. Projects often disrupted after much work is complete. Widespread denial of complexity. Tech stack is disjoint, chaotic, and outdated. Attrition of senior technical talent is crippling. Multiple engineering cultures jammed together but none are modern."
246,1,Save yourself,Very corporate and as long as management likes you then you can pretty much do whatever you want.,This is the most toxic company I've ever worked for. Management likes to preach their core values and brand promise it's nothing more than propaganda to brainwash their employees. There is a reason they can't keep employees around and why staffing is a revolving door. If you like constantly feeling like you're not good enough this is the perfect place for you.
829,5,Industrial Placement Student,Very friendly and relaxed working environment. Great benefits.,"Training opportunities, location of placement."
668,5,Great training ground for PMs,I really enjoyed having strong product leaders and mentors to learn from. They were diligent in teaching me the ropes for how to write good PRDs and crafting user requirements.,"Because it is now a rather large company, there is the customary politics that come with the territory. This becomes a bit transparent during perf time (which is the twice-annual promotion/bonus assessment time)."
755,2,,"a lot of hours 
could call for help easily when in training","Not flexible 
rude management 
over scheduled for part time position"
859,1,Singled out in Bakersfield,"Benefits, 401K matching, office campus,  training, resources, employee networks, internships, safety training, software, on the spot awards, fire drills, field trips, technology, resources, gym, ergo, HSE, safety culture","Poor management in need of soft skills, HR does very little to help employees, work life is not actually applied, lack of awareness of diversity in stem work roles, no onsite childcare, paternity leave scrutinized"
155,5,Excellent Company,"Fast paced dynamic company, great working environment, continues to look after staff during the Covid pandemic. Great colleagues and leadership.","Non of note, I have a very positive experience with IESA and would have no hesitation recommending this company."
288,1,Utter Disappointment,It's a work at home job,"Supervisors, broke system, micromanagement, computer issues, lack of support, everything"
603,3,Work/Life balance,"1. Good work/life balance. 
2. Great work environment. 
3. Supportive team.","1. Salaries too low. 
2. Hard to get a promotion or advance in your career."
570,1,Horrible,Easy work if you have common sense,The employees are majority young teenagers who have no customer service skills or respect whatsoever
744,2,Senior Analyst,"The company actually supported employee and their dependents in COVID tough time by arranging Oxygen, Beds, etc. 

They also availed the option to get the next 6 months in advance who are affected with COVID. They were really supportive. I appreciate it.","If you talk about the job role. It depends on the team in which you will be enrolled. Not all teams are good. In my team leads even don't know how to git push and all. He will simply dump the work on you if he is not able to do that. Leads are enjoying their life like a government job. As of now, I haven't got any support from him related to the codebase or anything instead I am the one who guides him.

Hikes are very less. This is one thing everyone feels here. No goodies or anything you can expect here. They have annual promotion criteria. Like other few companies have quarterly promotion as well."
18,1,The worst place you'll ever work!!!,"You get paid. Not a lot, but you get paid.","As an employee expect to be mentally abused. The owners of this company will cuss you out, constantly threaten you with dismissal, and overload you with objectives that serve no real purpose. No sick days, no maternity leave, no 401k. Relationships with other employees are greatly frowned upon. So no after work drinks with the co-workers. They'll be some long nights and ruff days. You will be expected to over deliver, all the time, with little to no reward.

If you're considering working here, be ready to see management have mental break downs, marital disputes, and a colleague or two crying their eyes out after a department meeting. You will also notice that as quickly as a person is hired there will be one or two people quitting or fired just as fast. No one and I do mean no one gets a good reference from this place. Moving on to another position is viewed as betrayal. Overall, employment here is no where near worth the stress, effort, and pay offered. Don't believe me read other posts from past employees. Anyone saying different is most likely the owners them selves.  I have no animosity towards management as I no longer work there, I however cannot in good conscience recommend this place
to any one."
128,5,Too good to work,Good and professional BPO and a leading company to grow,To rules are there which need to be followed
323,5,"Lighting Decor specialist, finding the right product that would suit the customers needs, with a positive attitude","I love working with customers, as well as sharing my knowledge with them, abs helping them understand certain important aspects of picking out certain/specific lights, along with making sure it is the proper size, style, or even function that would suit them best.","Unfortunately, we had a store closure, which surprised me.. because I thought we were bringing in fairly good profit, I can easily say, I definitely surprised myself being my first sales job in the first place!"
256,2,malo,el sueldo es muy bueno,"veniamos de qbe seguros, nos compro zurich y arruino la dinamica de trabajo hecho gente y automatizo todo. destruyo un unicornio"
658,1,Not bad place but very mediocre,"Client facing opportunities
Can get to polish soft skills","Only market research not any sort of consulting
Mundane work"
965,1,Absolute Chaos,Absolutely nothing to say here,No space Broken machines Unsafe Management doesn't care about employees Long hours Ministry called in on multiple occasions Under staffed Workload is too much Not enough machinery Concerns are never dealt with
191,5,Fantastic experience,"Working at Teleperformance is a fantastic experience. The company has a positive work culture and provides ample opportunities for learning. I highly recommend it, as it is an enjoyable and rewarding environment.",Not yet seen any such thing
116,4,Great Company,Flexible working arrangements all around,Leaders could use more training
617,2,Pros and cons,The location is hard to fault,There is some wild micromanagement by the CEO
607,3,Lost Course,"-	Very good people to work with at the functional / individual level
-	Managed COVID situation relatively well
-	New CEO appears to be trying to correct course on culture and engagement
-	Generally interesting industries and technologies 
-	Opportunity to get a lot of exposure to different parts of the business operation","-	Cost cutting mindset has been deep rooted over the last five years, the Finance dept is the driving force in the company, not tech or engineering driven
-	Technical team experience level has greatly reduced through headcount reductions and outsourcing
-	Unable to effectively innovate organically, technology is acquired through M&amp;A with limited success
-	Finds ways to run leaner every year and burdens remaining staff with more work, resulting in extensive burnout; turns blind eye to turnover
-	Limited meaningful appreciation for employee experience, benefits continue to be reduced year after year"
181,1,People managing the departments suck.,"Incredibly clean and beautiful store, nice management but that's about it.","Department managers, old, cranky and on a power trip.

Depending on the mood of these people, that is how your day is going to go. And however they think their department should be worked, is how it should be, no questions asked. They like their department to be very personalized to what fits them.

These folks are the very problem of this store. Anyone who comes in as a new hire can have all the grocery experience they could ever need. It won't matter, the person running the department you are assigned to will teach you how it's going to go down, and it's wrong, inefficient and costs the company a ton of money.

They can't keep anyone, craigslist is always spammed by at least 15+ posting from the store. I don't know how management puts up with it."
302,1,Run away from this sinking ship,Flexible with time off. Work from home.,Everything else. Management has no clue after the company was sold and restructured. The CEO is a know it all who clearly knows nothing of media production…and the employees are not happy.
760,1,Not all that shines green is pleasant.,"Co-workers are great, the road home it even better.","Where to start..... Possibly the most haphazard way to run a business I've ever seen. During the pandemic and making money hand over fist they decided to recruit for fun, and did so by offering a truly hybrid approach to working, without a single thought for what the landscape would look like post Covid, that has lead to the company being obscenely over recruited and forced redundancies, that mess has to sit with the SMT. Pretty distressing being made redundant, my call lasted 8 minutes, I was told to shut my laptop, that was they last time a human being spoke to me at AO. They love to talk about culture, the CEO wonders around thinking the culture is fantastic..... it might be in Bolton, but he should try getting out into the network and look at the reasons that attrition rates are over 75%, employed drivers 110%. You've got a logistics network management team that are blatantly uninterested in people, just look at the way they pay their self employed drivers! If your route is planned at 10 hours, it's likely to take 13, but you only get paid for the 10, they caveat that with if it takes 7 you get the 10..... that never happens by the way. If you sift through the reviews you'll see many of them aren't favourable at all, best way to combat that.... Ask people to write good reviews.... but only those they know to be happy. They don't trust their employees, hybrid working, was any 2 days a week in the office, that changed to 3 days, of which Monday and Friday would be 2. How else do you say ""we don't trust you, without actually saying, we don't trust you?!"""
713,1,"Worst place to work, better work at kfc",I cannot think of one.,"300€ monthly pay, one banana a month."
724,3,Review,Coworkers were a delight to work with.,Management can bring the company down with their favoritism.
686,3,Culture was all they had,"Some of the best people I have worked with.
Good benefits
Good work tech
On site a gym","Poor salary and compensation structure
Political atmosphere 
Bad place for Sr. Sales Reps
No regular salary adjustment"
980,1,Accounting Department,Working from home and quarterly bonuses.,"Management only told me I was not doing my job well as performance reviews so I never had the chance to improve.

Manager always blamed me for me not improving and never took accountability for their part in it. 

No REAL maternity leave just STD or LTD."
518,2,Retrospective on WWS,"Great team of talented people, catered food, good office environment, entry-level game-industry positions, health/dental benefits/life insurance.","Job Security is at about a 0 at the moment after the previous layoff. There aren't any negatives about the enviroment while I was there, and the reports of mysogyny/sexism in the workspace isn't true as far as im aware, the team was more-or-less caring but I'm pretty sure as of right now the situation is more desperate as they're trying to get the most out of employees as stated by others who recently left, and more than half of people there are actively seeking other jobs because they lost all sense of job security. Also, management didn't necessarily listen to people that kind of had a better understanding of the Roblox ecosystem, and projects were prone to failure due to a lot of poor game-design decisions, and spending on projects that were simply not of any financial profits. Roblox's game development industry is a very interesting one. There are games on the platform manned by only 2 people and bring in over seven-figures a year, while a VC-Funded In-person office space with over 50 employees at a certain point can't even deliver a relatively successful project besides about 1."
985,2,Know your direct team (school) you work with before deciding to work here.,"Perks are typical to working in sports…games, tickets, gear, etc.
Time off around the holidays.","Many believe that the pay is low because this is the sports industry. However, there is more than enough money to go around. Executives spend more money on dinners, alcohol and travel (often for themselves, not prospects/clients) than one can imagine. Before COVID they would travel on private/semi-private jets to daily/weekly meetings when this could be done over the phone/zoom. Money doesn’t seem to be a problem for this, yet they’re comfortable paying entry-level positions $30k/year.

Commissions is confusing and it comes down to the size of the book you inherit. If you have a small book, you can bring in a ton of money into the company and see only a fraction of a percent of that you brought in.

There are certainly perks with working in sports (tickets, meals, gear, etc.) however the technical “benefits” are pretty weak. There is no 401k match - I’ve never seen a company of this size have zero 401k match. 

Corporate talks about how much of a ""family"" this company is all of the time, then they lay off a ton of people only to repost their jobs a few weeks later."
46,2,You will work hard and not get paid that much,You have a job that you go to every day.,"They won't reward you for your hard work and it just keeps coming. Also, forget about transitioning to a better role."
910,5,Great company,They really take their values seriously. Transparency is king at Glassdoor and its felt in every decision they've made. I never felt left in the dark or like there were resources the company was shielding from me.,Diversity could have also been much better.
158,2,One Big Clique,Good pay. . .good benefits,Everyone there has worked with each other in previous companies. It's a big clique. There's little opportunity to provide a new way of looking at things. Some in senior management are entrenched bullies which you will not find out until you are in a job.
852,4,Sueldo,Excelentes prestaciones buen sueldo y bonos anuales,Demasiado estrés por metas mensuales
172,1,bad experience,"none, they changed training partners on me many times.","their management is disorganized, They promised an exit interview, never contacted me, and seem to be interfering with my application for unemployment."
17,4,Benefit is ok,colleagues is helpful and nice,too much admin and paper work
512,2,Take the job but keep looking,Good health and dental benefits but vision is useless,Dysfunction from the top down. They promote people who aren't qualified for the role then give no support. It's painful to watch this happen to people you like. Too much red tape to get anything done. You have to work with a lot of frustrated people.
49,2,"Safe, boring, non existant growth","Safe, good working hours, nice internal staff (except good old sales!)","Boring, lack of progression, self service hell, extremely heavily bureaucratic, non competitive products, bad customer service. Impossible to get pay rises."
972,1,Worst Company Ever Joined,Probably none except the AL.,You will be assigned the job which is totally out of your scope and the reason is your team member is not capable to complete the task they committed to.
941,4,A good company to grow and learn,"Good hike, friendly culture, A lot of apportunity to learn and grow.",Some time feels work pressure and that is for each project.
516,1,This train has gone off the rails,The company has clearly spent a lot of time developing a business structure and attempting to instill solid values into a medical niche field.,"Despite their stated values of patient care the bare minimum was acceptable performance in both clinics I supported. Staffing issues were so prominent that performance accountability fell by the wayside and a culture of gossip, cliques, inappropriate behavior (from micro-aggressions to overt isms) and flat-out defiance toward company values ensued. Poor performers laughed, “They can’t fire us. Who else are they going to get?” Management clearly had no leadership training and acted as if it should be regarded a privilege to work there instead of listening to employee complaints and making changes. The word “compliance” meant we cheat, lie and cover each others’ butts."
953,5,Great Place to Work,"Strong team environment
Excellent technology to work with",Lack of backup in the admin dept.  Vacations often left with much of the work to be completed upon return.
481,2,There’s better opportunities out there,"Good people at the company
Good vacation time","200 calls/day
Have to follow script for sales pitch
No room for growth"
284,1,"Worst place to work. Say they are all about “People and Culture” but it is all
Lies.","Free snacks, some free beer.",Everything. Avoid this place like the plague.
719,3,"True Multinational, in shape and size","Exposure to an exciting technological environment.
Colleagues with varied experience and backgrounds. Teams are multinational, conference calls are a tool to be mastered if one wants to succeed in the office environment.
Nice perks - company car, insurance. Team events held in nice locations - money is not the issue.
Salary was good for the position (while not extraordinary).","Company is ill-equipped, technically speaking, for staff to carry out their tasks satisfactorily; budgets are prepared in convoluted Excel files. No investment or actual thought has been put to practice to evolve the finance function to match the overall company aspirations.
Finance teams work with a support accounting team that is based in US, so there is a bad match when you have to partner with the latter team. When they make errors, it is difficult to correct them, as they have a different management and won't respond to anyone but.
No technical training for staff.
While interviewing, was sold a different role than the actual one, so expectations slowly turned out to not match reality of the position.
Environment is slightly toxic, with office politics consuming a lot of time and energy.
Staff have a dual reporting line, one is to their finance leader, while the other, more dotted but no less real, is to the country manager, and therein lies the conflict."
878,3,Has its good and its bad,"- Good people
- Decent amount of time off 
- Great remote work policy (even before Covid)","- Limited upward mobility 
- Low pay 
- Management is pretty out of touch
- Had me take on another EA's responsibilities (without an increase in pay) temporarily while they ""filled the role"" and then never hired someone/eliminated the role without telling me. I was expected to continue doing double the amount of work without additional pay or any support. My manager was not empowered to provide any support."
226,2,Is that all there is?,"Regular hours
Regular paycheck
Nice surroundings/convenient facilities
Great coworkers campus-wide 
Mostly great students
Mostly great faculty
Lots of freedom/autonomy","Dwindling salaries/higher work load 
No raises for ten + years
Outdated technology
No yearly bonuses
Narcissistic management
Closed to new ideas
Nepotism to the extreme
No job security
Uneven distribution of job responsibilities 
(Note: this used to be a good place to work, but it has continually gone downhill)"
27,1,"Your job is in the hands of drunk, stoned, or angry passengers. And you expect good judgment from them?","Paid on time. Supply plenty of passengers. You are fairly anonymous, so unlikely to be victimized by cab drivers who hate you. Trips to the airport are generally without incident and pay the most.. I did have one nice rider who bought me dinner.","The driver rating system is fatally flawed. If you don't maintain a 4.7 rating(or 94%)your out. Never mind that you are being rated by passengers who are either drunk, loaded, or angry that they didn't hook-up that night. Their training video is total BS ""Hold the door for passengers, offer them water, and you'll get 5-star ratings every time"". Management does NOTHING to address problems drivers may have. Their solution - ""Drive more hours"". The app only shows you the correct address about half the time. I had passengers throw up in the back seat, and get into fist fights."
955,2,Think Twice,Working with a life saving technology that detects and assess concussions (TBI),"Frequent strategic shifts, long hours and company is running out of money"
438,3,If your a processor thinking your going to process here - NOPE. This is a call center.,Amazing LOS system.  Great resource on the company internet.,You can work your loans because this place is a call center.
952,1,Terrible Organization with Weak Leadership,"- They like to promote individuals that have only worked at ReliaQuest, because they don't want individuals with outside experience. They want you to drink the ReliaQuest Kool-Aid and never be innovative, just follow their old ways.
- Catching my drift... their are no pros","- The leadership is either too timid and shy to get things done, or they get in front of company-wide meetings and yell profanities trying to guilt-trip their employees to do better because they have no ownership themselves.
- They will dictate your dress code, how long you work and will give you no ability to work from home.
- They are a company that focuses on numbers and does not care about their employees."
365,2,"Great Pay, Poor Culture","Pay excellent, healthcare and benefits to US standard","Culture is disjointed after being built through global acquisition. Limited communication between TMT and organization plus no clearly articulated internal values (only external brand promise of ""excellence"") means no guiding principles for management across a global organization. Identity politics quite standard, but after 1.5 years of leadership changes and key personnel changes (some of which may not have been for the better), will be interesting to see how this company evolves."
230,5,Great benefit for part-time worker too,"Great working environment, nice managers","Long-standing hours, need to give yourself a week to get used to the habit."
38,4,Good Company,The flexibility and the culture made tax prep season managable,The hours associated with tax prep season were of the industrial norm: a lot
966,1,Toxic and  Dysfunctional Administration Destroying School with Great Potential,"Great opportunity to work one on one with students from diverse backgrounds, learning abilities/styles, personalities, with distinct educational /socio-emotional needs. One on one model allows you to see what strategies are effective/ineffective in a relatively short period of time, which is difficult in a large classroom setting. As you gain more experience teaching, and your knowledge and comfort level in your subject areas grow, and you can bring in resources/tools/learning platforms into your class, which you can use to expand on your craft. Ability to teach basically any class that you would want, is a good opportunity to get experience, especially when it comes to AP courses. There are many highly talented and hard working teachers who are very collaborative, supportive of each other and collegial. Opportunities exist to be an advisor in student groups/clubs during lunch, if one chooses.","High Turnover: Very high teacher and front desk staff turnover. Little to no investment made in staff retention, described by upper administration  as a “stepping stone” job. High turnover creates lack of continuity for students, and constant loss of experienced and talented staff. School seems to either be in denial about this issue or not actually care/realize how such high amounts of staff turnover damages the schools capacity/ability/effectiveness to serve the vulnerable population of students that Tilden serves. The faculty page for the Albany and Walnut Creek campuses have been blank for months. 

Lack of Adequate Teacher Training: Very little training is given towards working with students with learning differences. The very limited teacher training that does exist (20 minutes, once a week, during teacher preparation time) is often topical due to limited time, and does not allow each topic the time and attention that it needs/deserves. Trainings seem to be targeted more toward satisfying reporting requirements rather than actually for the benefit of staff and students. 

Prep Time: An inadequate amount of  time is given for  preparation for one on one class instruction. 1 hour of preparation time is given for every 10 hours of instructional time which is paid at the reduced rate of  $20 an hour (which is well below the $32-$37 an hour pay range for teachers) This inadequacy and devalorization runs in contradiction to one of the schools main points of emphasis of  providing quality individualized instruction. Any class cancellations count against accrued preparation time. 

No Human Resources:  Disciplinary issues are currently handled by upper administration which is a conflict of interest if issues arise involving a member of the upper administrative team. There is an outside HR consultant that is called in at the discretion of upper administration. Day to day HR issues are handled by a member of upper administration who also handles employee benefits/health insurance questions/issues. 

Bullying/Unprofessional Behavior/Nepotism: There has been a long history of unprofessional, bullying and retaliatory behavior perpetuated by current members of the upper administrative team including those who are in charge of curriculum and HR/benefits, who for years has been able to comport themselves in this way with impunity. Numerous complaints (documented &amp; verbal) have been made to the current founders of the school and other persons on the upper management leadership team for years to no effect. Instead, upper management  has acted to ignore, enable, excuse and cover up this behavior to the detriment of teachers, staff, and the school culture. Additionally, over the years many of the top leadership positions have been awarded not through merit and ability, but through a combination of nepotism and as a means to reward those who do not question /are not critical of the decisions made/ actions taken  by members of the upper management team. This encourages  pettiness, immaturity, vindictiveness, insecurity, gossip and insincerity to permeate through the upper levels of the school leadership. All of this creates an environment that is unproductive, toxic, incompetent and uncaring, which has greatly worsened in the last couple of years. 

Other Issues: 

Lack of real control / teacher feedback / collaboration in regards to the development of curriculum. 

No CFO or Controller exists within the school.  

Logistically, administratively and curriculum wise the school is consistently reactive instead of proactive."
375,2,Not the first line company founded by Colonel Lilly anymore,Deep pockets; not afraid of using new technologies.,"Lost the core respect for the ""People Element"" they used to espouse so nuch. They throw away skilled people like used diapers just to save a few dollars that are then funneled to yet another empty suit VP."
470,2,Uncompetitive in Canada,"Come talented people
Good industry to work in
Good focus on innovation","Canadian leadership is incompetent
Sales and client management teams are was behind market leaders, Amex and VISA
Leadership not able to drive improvement"
968,1,it's a no from me,"progressive industry, learned a lot","overworked, burnout is rampant, management is very unresponsive/disorganized"
851,1,SAP Change Manager,There is nothing good about this company.,There have been continual lay-offs since I started back in 2013.  The company is shifting all of the technical jobs to the Philippines.
705,3,Company is great but need some big change!,"- Transparent company
- Good attitude people 
- Learned many things from this company 
- Great teamwork!
- Amazing culture ! 
- Love the office vibes!","Thailand team has changed new MD and she becomes very awful 🤦🏽‍♀️ , No manner and definitely no empathy ! She’s gossiped people behind their back including me.

Reviews for separate topics 
1. MD planning skills 
&gt; Never listen to the teams
&gt;Demanding but never show how to do and complaint most of time , 
&gt;Disturbing during the work that she just gave to us , to do another work 
&gt; She gave you fake compliments
&gt; Stick to the plans that doesn’t work

2.Her attitude for organization 
&gt; She cares work 100% Human 0% 
&gt; Over work staff , no mercy for them 
&gt; Supporting team skills, Zero!

3. Her intelligence 
&gt; She’s smart but not professional 
&gt; Leader skills. Zero

4. Judgement
&gt; Judging other people works without reason 
&gt;Very close minded person to listen for someone else who knows better"
842,5,Great company to work for,Diverse inclusive company with amazing perks and care for their staff.,All was good but not for me all the way.
195,1,It's not all fancy how it's portrayed.,"Infrastructure, New NKP location. Learning &amp; Development.",Hiring managers are all biased and don't treat employees with respect. Especially India leadership. Don't expect salary increase or promotion if you're an internal employee as its all based on connections. Work life balance is all zero. Too much pressure to perform and micro management.
855,4,Very Good pay and benefits,The pay and the benefits were the best part.,The biggest Cons were working with the Union and conflicting interdepartmental goals.
865,1,Warning:  The next round of layoffs are coming!!,"Paid every two weeks, decent PTO","About every 6 months they execute another round of layoffs (affectionately known as RIF's - Reduction in Force) to unsuspecting workers.   The numbers are modest, so that they don't get in trouble with the Feds.   Age discrimination is rampant - just make sure you don't give an unfavorable rating on the annual ""anonymous"" employee engagement survey.   I did and was gone within 6 months."
504,1,Good company to start,Good if it's your first time working,"Poor management, poor pay, breaks codes, poorly upkeep on most facilities and equipment."
970,1,Horrible senior management- No vision,Great work culture - good benefits,Senior management has no clue what they are doing with the product
831,1,Senior software engineer,"1. Free breakfast and good staff behaviours
2. Salary on time
3. Nice benefits of medical and health","1. Micromanagement in the organisation
2. No career growth and no good projects
3. Less hike pay annually
4. No work life balance
5. Not enough employee centric organisation in terms of cabs availability, etc. 
6. Difficulty taking genuine leaves"
580,3,Best option for retail,"Time off, great communication from higher ups-everyone was in the know, positive culture","Stressful work environment, impossible metrics to meet to get bonus, always new to-dos and deadlines and endless shot goals and imz clinics"
969,2,"good starting point, but look for something better after.",-friendly team environment. My supervisor and the department I worked at were great! They were patient when it comes to work getting done and willing to teach with team meetings.,Over worked and very Low pay making it extra hard to increase salary once you start. Projects are organized until someone in the higher ups decides to steal people and move them onto other projects.
163,3,Decent place,Steady paycheck with decent management.,"Nothing to make a career out of, not much upside."
909,2,Good place to lose your qualification and get fat,"Nice work home balance, gentle people, working conditions, food, etc.. (You can watch youtube half working time and still being OK with your working schedule ...)","Terrible code quality written unprofessionally, massive recruiting caused a lot of occasional people to start coding, a lot of hidden unemployment, burocracy, lazy management, excessive meetings,fear to take responsibility . Inventing artificial promotions and making Hulalalala on every weekly meeting, this is rediculous ...."
153,5,"Not Bad, could be Good but can never be Great","Depending on Branch, could have the best co-workers, Good managers and environment.

Many many many benefits too

You get to flex that you work in a bank","Your ability to get “outcomes” dictates how well you’re doing the job, nothing else

Your performance is then judged solely off personal opinions of customers put in on a survey. Which has so many flaws I couldn’t begin to list here. 

About 3 different times a customer who has had a bad experience somewhere else with TD say the auto insurance department or the C/C department or a different Branch, comes to my branch days later to do transactions then gets a survey for me but decides to give all reds (Yes this actually happened 3 times) because of his/her/their prior experience, that is not close to being my fault fam. And then the MCEs sit with you talking like i could have done something about it???? No matter how EXEMPLARY my service was, they are forced to voice their opinion completely concerning TD and im the fall guy, then the MCE will say “then why didn’t you ask how their experience with TD was”, in two occasions i did and when they voiced this, all i can do is apologize nothing else, after twice this happened the next time the MCEs just said “it happens” yeah duh, not that its the Managers faults but at least my MCEs sometimes acknowledge the surveys have HUGE FLAWS for frontline associates (LCEA/CEA or Tellers as laymen say) in my 1 year with TD its happened 3 times, I know one coworker who had it happen numerous times in one quarter (3 months). And then when its not the case, customers bash you on this survey for doing your job. You ask for ID for transactions that need it they get annoyed “(Sir/Ma’m) its compliance, we are protecting you, and us and most importantly your money from any cases of fraud” and then they say “i been with td for blah blah blah years, why you asking for id” Sir i dont’ know you?? I am new and i have never seen you? (I would not be this rude obviously) so I declined to process the transaction, but because they did other transactions with me before, then they get a survey and give all reds, reason cause i did my job, followed rules and compliance, and then they sit me down and complain and I’m just sitting there like you fam CANNOT be serious (in my head 😂). I did my job and you are complaining?, my bad I should have given a lady 10000$ from her A/C with no ID, she claims to have got up to walk her dog so she out of no where needs 10 bands?? HAHAHAHA , she had space for her ACS Card (Debit card) but not Gov ID, and you guys are upset at me for declining like you all told me to do??? THATS RICH. I guess I should have called a manager oh wait i did that once before and the same manager told them the same thing (We need ID for this transaction unfortunately) THAT SAME MANAGER looked me in the eye and said “you shoulda called me or any other mces or the branch or assistant branch manager” what DIFFERENCE would it have made? Haha. Then they said HR has to know blah blah blah yea whatever. HR didn’t even say anything, i doubt they gave a care about it. 

Ahh feels nice to vent, aside from that I like it here for the most part, my coworkers are beautiful people. Only thing that makes it worth"
802,5,Picture maker,Nice coworkers and a nice salary,Fortunately there were no cons at all
994,3,"Once We Were Bought Out,  A Lot  Were Slowly Weeded Out","good salary; IF you're lucky, good immediate supervisor",Not going to bash anyone. It's just not the same since it was bought out by Unitedhealthcare. Went from being a valued person to just another employee number on a spreadsheet.
756,1,Terrible,They pay on time and that's it,So many cons they don't fit here ...just inhumane workplace
112,4,Bonne expérience,"Environnement très riche. Beaucoup de métiers découverts, surtout depuis la conception jusqu'à la production d'aéronefs.",La cinétique de l'entreprise due au trop grand nombre de personnel et des fonctions de niches des employés.
227,3,Okay place to work,Busy and days go by quickly,Under paid under appreciated lack of communication
689,3,"Great Job, Great Staff, Poor Senior Management Choices","-Genuinely worthwhile job
-Great Colleagues
-Great Benefits
-Great system for booking holidays and logging overtime
-Great Training
-Hopefully going into the future, a flexible employer who will allow a good amount of home-working (This was excellent during COVID)","-Clunky IT systems and so many workarounds its hard to keep track
-Contradictory pressures to meet call completion and turnover targets VS doing the best you can for clients
-Contradiction between emphasising employee Wellbeing and Disciplinary measures for illness or absence
-Really poor opportunities for progression (As voiced by many longstanding employees). Charity tends to recruit externally for management roles"
104,1,Not conducive,a lot of things to learn and develop,Very bad colleagues and no motivation from managers or peers
422,4,Great Place for Learning and Advancement,"The Fed has so many programs available to employees for professional development. On the IT side, there are programs to become ITIL certified, among many others. Even new, helpdesk employees have the option to participate in these. 

Further, they do a good job of including all employees, even new and/or lesser-experienced employees on all sorts of meetings and communications. It's a great way to learn, but also a great way to see you might want to specialize in the future.

The benefits were great and stated Day 1. Health insurance, retirement (both a 401k and a pension), vacation (I think 18 days min to start off), etc.","In the Helpdesk, it's very regimented. Obviously, this is to ensure there's enough coverage on the Helpdesk. But it seems a bit much at times. Breaks and lunch change day to day. 

They can also change your overall hours if needed. The Helpdesk operates 24/7. I started 7:30a-4:30a, but then they were going to move me to 11:00a-7:00p after my main training was completed. That's not what I signed up for and agreed to.

At the time, the KC Fed had a business casual dress code. This was a bit annoying, especially for helpdesk IT staff who don't go anywhere. Part of our team was based out of the Minneapolis Fed and they were able to dress casual since their bank president allowed it. It seemed silly to require business casual or more for all employees since the KC Fed is not a typical bank. There are no customers or clients coming in each day."
420,3,Small agency without some benefits,"Remote
Small - you can play around the accounts with your own theory/method 
Leaders try to care about the employees
Not required to work weekends","Intolerance on employees’ mistakes
Not enough benefits
Not enough career opportunities"
751,1,Not a good a company to work. Fake positive comments exists here cause management ask people to do so.,"Some good people work there
Company van","Stressful
Blame Culture
No diversity respect (during covid and since I was in furlough, the made me use 10 of my holidays and when I asked my line manager that I do not use holidays for actual holidays but for days to go home and visit my family as I am foreign, I had been told that this is the company's policy).
Fake promises to keep you.
Management is poor and always look to blame people on ground.
Poor communication between departments that causes serious problems.
Loads of workload.
Really I could write pages more here."
587,1,Home Loan Processor,Decent pay with flexible hours. Training was always well done. Some encouraging managers.,Micro management. Pressure to put incomplete work through. Asked to wear too many hats.
